88.04833,37.93653,65.29001,17.26267,82.26319,116.28094,78.92549,124.12640,23.63841,95.19520,26.88719,0.00000
89.71763,39.61800,66.48849,14.55088,84.93940,118.46001,81.53909,127.07539,22.88838,96.00107,28.84453,0.00000
89.66571,39.19173,66.52676,14.70337,85.62115,118.39611,82.27149,127.36971,22.53910,96.20733,28.18943,0.00000
90.00471,39.86475,66.47821,14.73720,85.75098,118.35645,82.45043,129.14931,21.72999,95.88493,27.38356,0.00000
90.05455,39.39815,66.91315,13.51866,87.83825,119.41204,84.50286,133.66467,19.57205,97.35394,26.03169,0.00000
89.92404,38.86748,67.17254,13.02339,89.16058,120.07237,85.78726,133.74525,19.25179,97.64097,25.35090,0.00000
90.38103,39.14534,67.65093,12.06866,90.60371,121.10023,87.16910,133.78619,19.16855,98.78892,24.80858,0.00000
90.50454,39.20225,67.58795,12.26884,90.37024,121.27209,86.91645,134.40549,18.64186,99.74482,24.34269,0.00000
90.64732,39.35753,67.39930,12.48072,90.72247,121.60571,87.25870,137.85095,13.91275,101.09138,23.83319,0.00000
90.28795,39.00374,66.99908,13.18186,89.92328,121.22528,86.43443,137.16592,13.97068,100.69221,24.19126,0.00000
89.81329,38.13506,67.66741,12.79110,89.51448,121.03948,85.95438,136.99489,14.23726,99.58766,23.21316,0.00000
89.94535,38.34241,67.61832,12.83104,90.11951,121.04696,86.55596,137.32964,13.85367,99.39255,23.13833,0.00000
89.63990,37.81297,67.50532,12.98415,90.15152,121.01428,86.59217,137.14317,13.82327,99.16611,23.26238,0.00000
89.68213,37.90920,67.69452,12.77602,89.94540,121.03931,86.35464,136.92805,13.96049,98.24789,23.32190,0.00000
89.63658,37.97840,67.95354,12.69011,89.72704,120.79627,86.13064,137.03387,13.97412,97.33018,23.76433,0.00000
90.15179,38.78625,68.02943,12.24342,90.16104,121.13952,86.52110,137.27852,13.87232,97.19970,24.21834,0.00000
90.51600,39.19865,67.91517,12.23409,90.46321,121.39278,86.80799,138.32034,12.94633,96.58542,24.98482,0.00000
90.54690,39.26669,68.13766,11.70358,90.53340,121.69720,86.81398,138.34137,12.66315,95.75067,26.08493,0.00000
92.03966,41.11565,68.27548,10.62658,91.92862,122.78347,88.16192,139.15230,12.50783,97.30656,27.05983,0.00000
92.94350,42.14169,68.66277,10.05210,93.18257,123.32980,89.39361,140.04492,11.82773,97.72290,26.86240,0.00000
93.56538,42.92044,68.32313,9.65000,94.07134,124.31276,90.21449,139.74823,12.14576,98.09074,27.26306,0.00000
93.25961,42.87525,68.37842,10.02401,93.92417,124.00054,90.07907,139.34904,12.56536,98.25224,27.15179,0.00000
93.14100,42.80657,68.01402,11.12050,93.68936,123.67725,89.88705,138.11542,13.58804,98.06976,27.36196,0.00000
93.03113,42.73505,68.14353,10.41029,93.54890,123.67834,89.76823,138.00720,13.74027,98.22169,27.11723,0.00000
92.99425,42.62201,68.27531,9.94447,93.54253,123.85004,89.78934,137.93048,14.05469,99.04998,26.80855,0.00000
93.55466,43.18213,68.38471,9.51489,93.96086,124.26077,90.23573,138.14317,14.08986,99.82838,26.46294,0.00000
93.79520,43.36735,68.30505,9.59016,94.17941,124.44618,90.47998,138.59863,14.00757,100.38470,26.22930,0.00000
93.66146,43.25087,68.18717,9.80488,94.02998,124.22735,90.34663,137.89452,14.36566,99.34851,26.75314,0.00000
