87.44923,36.78796,63.59801,19.11211,81.75222,115.33779,78.54050,126.70281,22.17814,99.91030,25.89187,0.00000
88.04833,37.93653,65.29001,17.26267,82.26319,116.28094,78.92549,124.12640,23.63841,95.19520,26.88719,0.00000
89.71763,39.61800,66.48849,14.55088,84.93940,118.46001,81.53909,127.07539,22.88838,96.00107,28.84453,0.00000
89.66571,39.19173,66.52676,14.70337,85.62115,118.39611,82.27149,127.36971,22.53910,96.20733,28.18943,0.00000
90.00471,39.86475,66.47821,14.73720,85.75098,118.35645,82.45043,129.14931,21.72999,95.88493,27.38356,0.00000
90.05455,39.39815,66.91315,13.51866,87.83825,119.41204,84.50286,133.66467,19.57205,97.35394,26.03169,0.00000
89.92404,38.86748,67.17254,13.02339,89.16058,120.07237,85.78726,133.74525,19.25179,97.64097,25.35090,0.00000
90.38103,39.14534,67.65093,12.06866,90.60371,121.10023,87.16910,133.78619,19.16855,98.78892,24.80858,0.00000
90.50454,39.20225,67.58795,12.26884,90.37024,121.27209,86.91645,134.40549,18.64186,99.74482,24.34269,0.00000
90.64732,39.35753,67.39930,12.48072,90.72247,121.60571,87.25870,137.85095,13.91275,101.09138,23.83319,0.00000
90.28795,39.00374,66.99908,13.18186,89.92328,121.22528,86.43443,137.16592,13.97068,100.69221,24.19126,0.00000
89.81329,38.13506,67.66741,12.79110,89.51448,121.03948,85.95438,136.99489,14.23726,99.58766,23.21316,0.00000
89.94535,38.34241,67.61832,12.83104,90.11951,121.04696,86.55596,137.32964,13.85367,99.39255,23.13833,0.00000
89.63990,37.81297,67.50532,12.98415,90.15152,121.01428,86.59217,137.14317,13.82327,99.16611,23.26238,0.00000
89.68213,37.90920,67.69452,12.77602,89.94540,121.03931,86.35464,136.92805,13.96049,98.24789,23.32190,0.00000
89.63658,37.97840,67.95354,12.69011,89.72704,120.79627,86.13064,137.03387,13.97412,97.33018,23.76433,0.00000
90.15179,38.78625,68.02943,12.24342,90.16104,121.13952,86.52110,137.27852,13.87232,97.19970,24.21834,0.00000
90.51600,39.19865,67.91517,12.23409,90.46321,121.39278,86.80799,138.32034,12.94633,96.58542,24.98482,0.00000
90.54690,39.26669,68.13766,11.70358,90.53340,121.69720,86.81398,138.34137,12.66315,95.75067,26.08493,0.00000
92.03966,41.11565,68.27548,10.62658,91.92862,122.78347,88.16192,139.15230,12.50783,97.30656,27.05983,0.00000
90.11252,49.05092,74.24282,41.80958,83.40597,92.28001,94.44166,103.17352,147.61073,75.68878,117.19028,1.00000
90.81808,42.89303,76.08797,41.86251,81.26947,89.51133,94.07214,99.91984,149.20067,76.09798,132.58356,1.00000
91.25436,41.65223,76.46132,41.18510,81.48968,89.21794,93.81857,97.15709,148.05119,74.70575,135.48805,1.00000
92.01919,38.33542,77.35990,38.98167,80.36869,88.13873,93.48837,96.13620,148.13734,74.43909,136.50227,1.00000
91.25711,41.37654,76.68236,39.71212,81.89654,90.00713,94.14275,93.50824,145.46027,72.78456,134.77307,1.00000
92.26559,29.95475,77.21976,41.36617,79.81353,88.42219,93.02094,95.89655,151.22928,72.41230,135.37346,1.00000
92.38151,36.40564,77.47704,39.93053,79.05488,87.55725,91.75988,97.07015,152.62425,72.60352,135.24924,1.00000
91.55281,39.20201,76.98843,37.95513,80.66341,88.93172,91.60628,96.15350,152.33034,72.45477,139.94685,1.00000
90.99689,38.32432,77.02697,36.62692,81.49767,89.74744,92.02042,94.85126,152.54837,72.49165,139.47482,1.00000
90.79666,32.83562,77.07075,34.77819,80.91370,89.59090,92.65374,93.78663,146.99146,72.79517,140.11896,1.00000
91.11084,35.70811,77.21848,37.12970,80.22890,89.05901,92.66531,94.31870,149.86534,72.74155,139.51691,1.00000
91.18237,36.99982,77.32205,37.33297,80.20081,89.15008,93.35944,94.89390,152.09395,71.80899,137.52164,1.00000
90.36127,38.02417,77.03588,38.30634,81.89309,90.88079,95.07951,89.44096,152.07405,69.41265,133.70538,1.00000
89.70820,37.51171,76.91791,37.99355,82.79009,91.63475,96.94029,84.05229,152.23744,65.84840,130.48351,1.00000
89.90067,37.15284,77.08662,37.11045,82.82156,91.66682,99.06150,83.15054,151.34508,64.49383,127.74583,1.00000
91.30582,36.63639,77.98277,35.29781,82.11375,91.02715,99.71519,82.49634,152.64421,65.57210,130.80438,1.00000
91.03651,36.22649,77.85653,35.77685,81.58893,90.81701,99.36359,82.48070,147.96712,65.90046,127.02273,1.00000
92.54105,35.51904,78.77631,34.21373,80.04096,89.36088,98.62577,84.61949,149.17926,66.91546,130.69696,1.00000
92.86080,35.61309,79.04232,33.67836,81.66454,90.70364,98.63905,85.78970,151.03989,66.96851,136.98303,1.00000
93.59666,36.66573,79.58965,34.40477,80.72967,89.89462,96.94045,88.15220,150.14775,69.12828,138.07074,1.00000
