15.40008,6.42988,4.38964,65.21140,111.04806,38.51009,83.25307,102.05024,61.60508,88.77025,99.75636,60.69582,87.10918,99.62419,55.51526,0.00000
18.38517,7.00717,6.14115,67.08389,110.92826,32.24833,85.88672,101.07815,46.53937,89.34133,102.28371,43.38738,84.63066,101.74166,47.89312,0.00000
34.74100,22.01585,39.96561,23.28686,145.44592,52.69446,32.37698,142.48743,132.17606,43.95789,138.22923,97.27657,53.71649,132.82326,58.77587,0.00000
23.39532,25.51772,69.57307,92.14945,166.59351,11.01588,101.40257,167.19789,9.70852,98.88713,150.38046,18.12352,91.48140,142.70184,30.56039,0.00000
29.14935,18.78744,34.02925,34.07695,134.39964,25.31161,49.55640,119.91717,31.43108,55.20677,114.26794,33.75161,54.14158,118.09827,32.97461,0.00000
18.58179,14.59496,36.03023,60.46758,112.47157,56.43258,75.75734,103.79809,82.61064,87.37368,98.85143,75.40652,90.03229,99.23819,58.92126,0.00000
16.22317,41.37707,55.28891,136.13539,67.43935,84.36198,146.37184,154.80370,22.48951,147.05986,160.23026,19.82522,131.18340,162.13518,10.61760,0.00000
17.75099,23.26851,87.26129,48.72914,128.45564,39.33622,52.43778,148.73929,31.43136,64.28789,139.80190,28.62427,78.90615,123.56678,39.58530,0.00000
45.48701,25.43228,22.43098,68.63653,140.04889,32.80151,55.51667,125.98555,45.86988,48.28460,109.83086,54.96815,42.57785,69.56448,68.22684,0.00000
28.83077,23.55220,57.03033,53.88266,120.81990,46.18577,57.61775,68.36411,91.03716,61.59487,60.61913,86.88738,59.85940,30.74795,94.07782,0.00000
27.25146,19.07878,42.71324,8.49151,2.49021,5.33003,92.73839,74.86915,35.22005,117.09566,60.29469,62.53843,131.86505,44.67675,84.12392,1.00000
30.43483,23.19246,36.65960,8.69975,2.94398,8.58534,99.45174,73.81207,65.31400,122.15244,58.08474,93.55522,128.17639,51.91467,84.17561,1.00000
31.68773,23.74615,56.79875,18.74191,3.87968,5.94872,83.36055,81.44315,42.72991,117.69292,54.78118,105.65602,132.94997,34.96945,132.91934,1.00000
32.34683,23.24493,31.03129,9.57190,2.74401,5.67407,91.53191,76.59145,36.15934,119.92566,57.41933,70.96934,133.38609,44.47002,90.97953,1.00000
14.67649,14.56797,4.75587,9.90909,4.73793,0.78686,99.68172,75.10690,45.95966,106.76339,79.55694,57.00747,107.25550,75.34153,58.36758,1.00000
46.27658,34.92968,4.00666,11.65142,2.46073,4.11701,74.63776,97.84814,29.79996,91.51637,89.61676,78.04017,81.07504,98.09054,59.35344,1.00000
26.04972,15.92737,27.76845,9.74474,2.27757,5.14891,103.48022,64.56651,41.86602,121.02711,58.15048,69.20493,129.35846,48.94824,80.59538,1.00000
26.97948,8.05082,17.20444,10.64568,5.47366,2.57881,107.74612,67.96080,59.67007,116.10168,70.63845,77.64993,117.00427,65.90604,74.13353,1.00000
24.97141,22.06813,30.77369,11.43168,3.11620,2.46028,59.01583,92.74409,21.86946,90.66354,75.13764,22.29457,76.80991,90.95966,20.31503,1.00000
37.28760,27.21167,24.77178,10.66988,6.12070,6.01459,89.74451,81.71088,85.54688,122.76752,54.69202,116.88574,136.66226,38.04812,120.04149,1.00000
15.97509,2.52311,0.91480,32.15955,7.55230,5.28269,33.36929,9.02756,5.89168,16.99379,13.69689,4.48783,21.29930,8.82692,2.48458,2.00000
8.69349,14.08987,6.71416,17.84739,11.27724,5.73136,10.74088,14.99878,8.28533,15.07912,13.44225,8.49766,10.46061,8.14379,11.86639,2.00000
18.06780,6.08104,3.95761,21.25964,5.64113,1.29650,19.22436,6.65323,0.75939,29.89399,9.03960,0.62857,42.43751,10.02672,2.53837,2.00000
6.86136,4.95251,6.19506,22.44580,8.10562,6.68705,20.48136,6.71427,2.42434,14.57409,12.70698,2.08562,22.81058,12.85839,3.45507,2.00000
14.91577,8.32099,4.04030,8.38554,12.67747,4.82344,3.61052,22.62670,8.45320,7.38889,22.10800,5.83115,16.43704,17.41169,6.83572,2.00000
18.70785,19.71188,2.71166,15.92854,26.86707,5.77805,24.93490,25.64189,4.62075,35.00182,19.50745,3.97580,39.28879,11.76713,3.51168,2.00000
12.53684,6.08381,19.03740,33.44348,17.02418,7.18079,56.42209,12.20101,1.02687,52.92794,11.16915,4.58678,46.82984,10.66887,4.70340,2.00000
12.31200,19.76464,12.72870,41.57495,31.82052,9.31599,28.92984,40.05598,9.59423,20.18983,33.53045,9.89847,22.13907,24.79641,8.27324,2.00000
5.88237,6.76742,14.73784,22.56835,8.18931,4.98822,20.39466,7.09795,0.69661,21.66406,8.61012,3.65232,23.15712,9.65903,5.24150,2.00000
22.93723,26.08387,10.54261,36.88958,21.65062,8.02847,20.39281,34.39972,7.54859,4.73388,31.17610,8.82127,22.15164,26.22611,8.62103,2.00000

